epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,250.615,0.67186,1.2572,0.60314,1.15145,0.84335,0.92857,0.91722,0.66474,0.90949,0.78571,0.85319,0.62047,0.92183,1.54752,0.87839,1.58489,0.00146896,0.00146896,0.00146896
122,253.198,0.64208,1.16522,0.65078,1.1393,0.90935,0.90243,0.9319,0.69509,0.90935,0.90243,0.91621,0.67385,0.89915,1.97797,0.8484,1.52621,0.00146731,0.00146731,0.00146731
123,255.499,0.62732,0.95074,0.5679,1.0953,0.96787,0.85714,0.90679,0.67587,0.96787,0.85714,0.90008,0.64575,0.85692,1.49735,0.81903,1.42279,0.00146566,0.00146566,0.00146566
124,257.481,0.64288,0.92536,0.54826,1.17894,0.86476,0.85714,0.88108,0.67867,0.86476,0.85714,0.85867,0.60789,0.78584,1.4179,0.80207,1.37201,0.00146401,0.00146401,0.00146401
125,259.443,0.60829,0.9263,0.5385,1.08401,0.96826,0.85714,0.9215,0.66059,0.96826,0.85714,0.87727,0.56552,0.96747,1.71795,0.7661,1.59022,0.00146236,0.00146236,0.00146236
126,261.444,0.60906,1.0568,0.53149,1.06978,0.97686,0.85714,0.92331,0.65252,0.84047,0.71429,0.69359,0.52879,0.98089,1.96662,0.75767,1.62649,0.00146071,0.00146071,0.00146071
127,263.426,0.66473,1.09566,0.60485,1.11272,0.83889,0.92857,0.89688,0.62869,0.82532,0.77912,0.70888,0.55046,0.99901,2.09819,0.89268,1.62183,0.00145906,0.00145906,0.00145906
128,265.362,0.71465,1.04902,0.5586,1.12909,0.90745,0.92857,0.90607,0.65796,0.77624,0.78571,0.70892,0.54368,0.95364,2.28688,1.03509,1.50074,0.00145741,0.00145741,0.00145741
129,267.294,0.87288,1.40848,0.82012,1.41364,0.99516,0.83277,0.91626,0.6388,0.71324,0.85714,0.74065,0.52731,1.01158,2.02422,0.9753,1.60603,0.00145576,0.00145576,0.00145576
130,269.314,0.68398,1.17056,0.58401,1.14766,0.90355,0.9023,0.90616,0.6129,0.7587,0.77721,0.68278,0.51898,1.16108,2.04833,1.02651,1.76774,0.00145411,0.00145411,0.00145411
131,271.229,0.64495,1.00217,0.58139,1.10318,0.75262,0.88771,0.8828,0.61823,0.69605,0.82772,0.75858,0.52117,1.08985,1.99508,1.00515,1.71939,0.00145246,0.00145246,0.00145246
132,273.246,0.71593,1.15749,0.61793,1.1586,0.89326,0.85714,0.91818,0.62637,0.7935,0.78571,0.82183,0.53788,1.01362,1.92857,0.97345,1.58223,0.00145081,0.00145081,0.00145081
133,275.196,0.65149,1.11948,0.56339,1.12968,0.89891,0.91434,0.8971,0.65476,0.82418,0.83959,0.82203,0.57652,0.9492,1.74004,0.88226,1.54913,0.00144916,0.00144916,0.00144916
134,277.13,0.64173,0.97419,0.58458,1.10246,0.9467,0.85714,0.90335,0.68604,0.84848,0.78571,0.73072,0.56837,0.93561,2.0597,0.80658,1.65012,0.00144751,0.00144751,0.00144751
135,279.16,0.56781,0.8554,0.50114,1.06607,0.84613,0.91605,0.87304,0.65131,0.81668,0.77786,0.71595,0.56892,1.00217,2.13726,0.87834,1.64486,0.00144586,0.00144586,0.00144586
136,281.098,0.58898,0.8895,0.51455,1.0953,0.78386,0.92402,0.87623,0.61545,0.74157,0.71429,0.68927,0.51589,1.03659,2.22486,0.86101,1.67359,0.00144421,0.00144421,0.00144421
137,283.113,0.68873,1.1306,0.55452,1.16977,0.87022,0.78571,0.82057,0.60033,0.77065,0.71429,0.71643,0.49524,0.98358,2.09065,0.90977,1.57641,0.00144256,0.00144256,0.00144256
138,285.059,0.71821,1.28923,0.62792,1.16114,0.77861,0.85544,0.77056,0.59913,0.80685,0.77638,0.72414,0.49337,0.98188,1.85624,0.85477,1.58429,0.0014409,0.0014409,0.0014409
139,287.075,0.68645,1.08725,0.5696,1.13354,0.88076,0.85714,0.8241,0.61576,0.80015,0.78571,0.7136,0.5213,0.92093,1.84405,0.79313,1.48462,0.00143925,0.00143925,0.00143925
140,289.059,0.59556,0.86418,0.54247,1.09355,0.86359,0.85714,0.83417,0.58908,0.86359,0.85714,0.83417,0.54975,0.93652,1.86984,0.78236,1.55957,0.0014376,0.0014376,0.0014376
141,291.013,0.62119,1.02123,0.54791,1.07102,0.89156,0.89633,0.94563,0.63611,0.89156,0.89633,0.94563,0.61972,1.00271,1.91934,0.85121,1.60857,0.00143595,0.00143595,0.00143595
142,293.027,0.67093,1.2101,0.5722,1.1623,0.9115,0.9129,0.91705,0.64943,0.9115,0.9129,0.9209,0.63441,0.98299,1.63236,0.87375,1.59314,0.0014343,0.0014343,0.0014343
143,294.944,0.60405,1.02158,0.55451,1.08375,0.85632,0.85714,0.83311,0.60159,0.77749,0.78571,0.75323,0.56964,0.97026,1.98765,0.91483,1.69985,0.00143265,0.00143265,0.00143265
144,296.93,0.62144,0.92683,0.55069,1.11005,0.89612,0.85453,0.81039,0.59641,0.85259,0.78571,0.79164,0.56019,1.1381,2.39172,0.82341,2.00617,0.001431,0.001431,0.001431
145,298.95,0.63193,1.07703,0.55269,1.09861,0.80412,0.83945,0.84482,0.63685,0.71278,0.71429,0.71048,0.56695,0.99893,2.08705,0.92729,1.78529,0.00142935,0.00142935,0.00142935
146,300.913,0.61589,1.12896,0.52923,1.10036,0.81013,0.92857,0.898,0.68319,0.95394,0.71429,0.80717,0.6191,0.85945,1.87806,0.84589,1.47144,0.0014277,0.0014277,0.0014277
147,302.879,0.68077,1.0382,0.55118,1.13784,0.75277,0.92857,0.8861,0.63589,0.67886,0.77207,0.78874,0.57963,0.99935,2.19232,1.00857,1.61167,0.00142605,0.00142605,0.00142605
148,304.89,0.61234,1.13751,0.554,1.10671,0.61322,0.92857,0.85928,0.62785,0.70423,0.76166,0.77182,0.5848,0.99583,2.24872,1.213,1.54629,0.0014244,0.0014244,0.0014244
149,306.878,0.66348,1.09468,0.62552,1.14596,0.85714,0.75221,0.85417,0.63597,0.85714,0.75221,0.79528,0.57421,1.01601,2.31981,1.17232,1.65336,0.00142275,0.00142275,0.00142275
150,308.876,0.63412,1.08268,0.53553,1.0897,0.77582,0.85714,0.85846,0.61295,0.70261,0.78571,0.7455,0.56638,1.03655,2.29767,1.0283,1.77073,0.0014211,0.0014211,0.0014211
151,310.826,0.66666,1.20082,0.55425,1.12445,0.75187,0.91631,0.86276,0.6029,0.73756,0.71429,0.72738,0.55308,1.11884,2.16198,0.99593,1.83082,0.00141945,0.00141945,0.00141945
152,312.764,0.58361,0.90798,0.50547,1.08638,0.90749,0.92405,0.90389,0.6106,0.76914,0.78571,0.79978,0.56445,1.12466,2.25104,1.0307,1.84216,0.0014178,0.0014178,0.0014178
153,314.726,0.68772,1.32381,0.58008,1.16139,0.8201,0.92857,0.8753,0.58904,0.76565,0.85714,0.81747,0.60664,1.19126,1.81406,1.1032,1.90241,0.00141615,0.00141615,0.00141615
154,316.712,0.58056,1.0359,0.50966,1.06902,0.92766,0.84466,0.91688,0.58947,0.76214,0.70951,0.70579,0.56816,1.19531,1.62904,1.11691,1.97282,0.0014145,0.0014145,0.0014145
155,318.731,0.6456,1.0777,0.56782,1.12426,0.90226,0.92857,0.91863,0.63659,0.86077,0.78571,0.74532,0.57721,1.09902,1.62453,0.91256,1.87311,0.00141285,0.00141285,0.00141285
156,320.679,0.63606,0.98167,0.52439,1.10862,0.97507,0.85714,0.91797,0.64163,0.97507,0.85714,0.85812,0.57911,1.17755,1.73137,0.88393,1.8575,0.0014112,0.0014112,0.0014112
157,322.615,0.66614,1.1435,0.59141,1.0953,0.7583,0.85714,0.83578,0.61788,0.7982,0.71429,0.75849,0.59929,1.07577,1.76878,1.16086,1.6499,0.00140955,0.00140955,0.00140955
158,324.597,0.66701,1.03729,0.48864,1.09536,0.84032,0.84988,0.85218,0.63392,0.74648,0.71429,0.7373,0.56652,1.09539,1.83987,0.98899,1.63489,0.0014079,0.0014079,0.0014079
159,326.563,0.59754,1.01111,0.53063,1.10249,0.92609,0.91329,0.92558,0.62829,0.92609,0.91329,0.92558,0.61049,1.13739,1.84624,0.95307,1.63319,0.00140625,0.00140625,0.00140625
160,328.564,0.64947,1.04312,0.54775,1.07735,0.95485,0.9157,0.92578,0.65258,0.95485,0.9157,0.92578,0.6425,1.1409,1.60292,0.93749,1.60504,0.0014046,0.0014046,0.0014046
161,330.632,0.66246,1.2316,0.64733,1.11729,0.9059,0.89246,0.91622,0.68575,0.9059,0.89246,0.91622,0.67104,0.90681,1.55838,1.01717,1.41596,0.00140295,0.00140295,0.00140295
162,332.61,0.61325,1.0955,0.5818,1.09286,0.82225,0.92857,0.88528,0.67446,0.73387,0.85714,0.7861,0.58361,0.90277,1.86548,0.98514,1.50401,0.0014013,0.0014013,0.0014013
163,334.53,0.62012,0.984,0.52483,1.07666,0.90449,0.92857,0.9182,0.63026,0.77101,0.85714,0.80577,0.54739,0.97588,2.3723,0.93937,1.73857,0.00139965,0.00139965,0.00139965
164,336.562,0.65692,0.97649,0.54443,1.12522,0.98497,0.92857,0.92924,0.65597,0.80982,0.78571,0.78822,0.57809,1.00954,2.40392,0.88212,1.81088,0.001398,0.001398,0.001398
165,338.526,0.59201,1.00887,0.48953,1.09319,0.97019,0.92857,0.92737,0.65761,0.88927,0.85714,0.82299,0.59567,1.06145,2.42008,0.81925,1.83564,0.00139635,0.00139635,0.00139635
166,340.625,0.61663,1.01088,0.51162,1.09949,0.97971,0.92857,0.92647,0.71879,0.89785,0.85714,0.82132,0.67348,0.94384,1.99014,0.71352,1.64791,0.0013947,0.0013947,0.0013947
167,343.011,0.54375,0.88568,0.49324,1.06723,0.90981,0.92857,0.9162,0.70947,0.90981,0.92857,0.9162,0.6467,0.92719,1.84644,0.71566,1.53618,0.00139305,0.00139305,0.00139305
168,344.966,0.56897,0.99858,0.52619,1.06579,0.89916,0.92857,0.91582,0.67592,0.90253,0.85714,0.85828,0.61094,1.08752,2.2771,0.97401,1.70393,0.00139139,0.00139139,0.00139139
169,346.879,0.56334,0.85139,0.49526,1.04834,0.83163,0.81677,0.82338,0.63732,0.75126,0.7458,0.73213,0.54728,1.09109,2.54425,0.84559,1.70564,0.00138974,0.00138974,0.00138974
170,348.876,0.58339,0.82336,0.50397,1.13717,0.93383,0.82695,0.8909,0.61468,0.71035,0.85714,0.78852,0.54988,1.04949,2.48551,0.92775,1.64572,0.00138809,0.00138809,0.00138809
171,350.928,0.62397,0.95507,0.52818,1.11532,0.7914,0.85553,0.87568,0.65349,0.80515,0.92814,0.84961,0.61312,0.88512,1.52273,1.13036,1.43863,0.00138644,0.00138644,0.00138644
172,352.913,0.5608,0.87312,0.48179,1.08791,0.81024,0.92857,0.92648,0.62213,0.81024,0.92857,0.92648,0.64615,1.03335,1.69579,1.22068,1.59322,0.00138479,0.00138479,0.00138479
173,354.881,0.59901,1.09722,0.52442,1.07495,0.88784,0.92857,0.92659,0.63827,0.80327,0.85714,0.86042,0.5884,1.01916,2.18752,1.17493,1.56533,0.00138314,0.00138314,0.00138314
174,356.795,0.6456,1.05732,0.57557,1.12532,0.90857,0.92857,0.92055,0.65681,0.90857,0.92857,0.92055,0.5883,0.95555,1.98755,0.82842,1.4919,0.00138149,0.00138149,0.00138149
175,358.766,0.56332,1.02654,0.53947,1.06474,0.92178,0.85714,0.9269,0.67168,0.7709,0.79809,0.79871,0.5687,0.94435,2.13148,0.81017,1.57669,0.00137984,0.00137984,0.00137984
176,360.744,0.60788,0.95912,0.51471,1.08368,0.83321,0.78571,0.81422,0.63715,0.75954,0.71429,0.7528,0.53637,0.96578,2.31007,0.8936,1.64495,0.00137819,0.00137819,0.00137819
177,362.696,0.61145,0.9282,0.50134,1.11231,0.82195,0.78571,0.8275,0.58067,0.74136,0.71429,0.74207,0.5143,1.05885,2.55987,0.89203,1.76346,0.00137654,0.00137654,0.00137654
178,364.689,0.56662,0.81944,0.52825,1.06274,0.92058,0.7607,0.8561,0.58523,0.71766,0.78571,0.68384,0.48145,1.18084,2.78605,0.91573,1.90479,0.00137489,0.00137489,0.00137489
179,366.627,0.62966,1.14181,0.54531,1.13041,0.85647,0.87574,0.89967,0.56162,0.73487,0.73333,0.69884,0.4884,1.22526,2.76618,1.09039,1.92617,0.00137324,0.00137324,0.00137324
180,368.596,0.60743,1.03819,0.51563,1.08758,0.83402,0.79865,0.8376,0.5644,0.83402,0.79865,0.8218,0.50884,1.13812,2.62661,1.26359,1.80116,0.00137159,0.00137159,0.00137159
181,370.562,0.65991,1.01218,0.57181,1.10488,0.69565,0.84542,0.77147,0.58192,0.69368,0.67713,0.67167,0.52732,1.28375,2.78381,1.16947,1.9997,0.00136994,0.00136994,0.00136994
182,372.545,0.71858,1.29231,0.68515,1.15608,0.77062,0.78571,0.78814,0.54153,0.77062,0.78571,0.7818,0.55533,1.21335,2.42689,1.00255,1.90206,0.00136829,0.00136829,0.00136829
183,374.48,0.67987,1.0456,0.5847,1.11646,0.89803,0.85714,0.86813,0.54556,0.83657,0.78571,0.77439,0.55318,1.12707,2.26865,0.9589,1.89221,0.00136664,0.00136664,0.00136664
184,376.527,0.63607,0.96329,0.53987,1.12081,0.75981,0.85714,0.77325,0.60825,0.86338,0.78571,0.79033,0.54106,1.06254,2.35162,0.84876,1.82023,0.00136499,0.00136499,0.00136499
185,378.458,0.60539,1.0397,0.54711,1.05564,0.78497,0.85714,0.84037,0.69517,0.85502,0.8325,0.84807,0.55054,0.95507,2.30999,0.82882,1.63832,0.00136334,0.00136334,0.00136334
186,380.427,0.55161,0.87402,0.5031,1.03906,0.78872,0.81135,0.84357,0.66267,0.78872,0.81135,0.82716,0.52696,1.02658,2.41858,0.89521,1.70344,0.00136169,0.00136169,0.00136169
187,382.421,0.59298,1.00327,0.51948,1.07638,0.77684,0.85714,0.86587,0.66349,0.77684,0.85714,0.84537,0.54917,1.02174,2.14518,0.90758,1.72508,0.00136004,0.00136004,0.00136004
188,384.395,0.62746,0.92544,0.5397,1.10964,0.86875,0.92682,0.89769,0.64192,0.74873,0.76243,0.78357,0.55179,1.02037,1.96515,0.84815,1.72866,0.00135839,0.00135839,0.00135839
189,386.478,0.5977,0.85639,0.50018,1.13001,0.90024,0.84759,0.83573,0.62405,0.76507,0.71429,0.65325,0.54066,1.05428,2.00078,0.7451,1.75307,0.00135674,0.00135674,0.00135674
190,388.442,0.57136,0.84927,0.52185,1.09167,0.89251,0.85198,0.87843,0.6295,0.80818,0.78312,0.7326,0.55353,1.05787,2.00805,0.69701,1.71596,0.00135509,0.00135509,0.00135509
191,390.413,0.54894,0.89244,0.47449,1.0527,0.88046,0.85714,0.87368,0.66234,0.79482,0.78571,0.83721,0.58465,0.94058,1.54534,0.98407,1.46614,0.00135344,0.00135344,0.00135344
192,392.398,0.56254,0.96743,0.48214,1.05417,0.83194,0.92857,0.94583,0.72163,0.76095,0.85714,0.84919,0.61906,0.85973,1.60209,0.73436,1.38468,0.00135179,0.00135179,0.00135179
193,394.395,0.60361,0.94468,0.5026,1.09631,0.6843,0.85714,0.88087,0.67826,0.72717,0.85714,0.86081,0.57526,0.90898,1.93148,0.83214,1.45337,0.00135014,0.00135014,0.00135014
194,396.48,0.60161,1.01005,0.49426,1.06342,0.77339,0.85714,0.85791,0.6487,0.7231,0.85537,0.79647,0.53879,0.79945,1.97061,0.79729,1.32846,0.00134849,0.00134849,0.00134849
195,398.397,0.55813,0.8702,0.46975,1.03039,0.82278,0.85714,0.84885,0.66693,0.75246,0.78571,0.78712,0.53914,0.94743,1.96815,0.86708,1.47117,0.00134684,0.00134684,0.00134684
196,400.363,0.60766,1.09746,0.52574,1.08596,0.81466,0.84678,0.87379,0.63826,0.85095,0.71429,0.78782,0.5496,0.95239,1.69415,0.91457,1.48336,0.00134519,0.00134519,0.00134519
197,402.377,0.56333,1.01282,0.53522,1.05941,0.8971,0.92857,0.91151,0.63928,0.97155,0.845,0.94222,0.6121,1.03761,1.58138,0.99422,1.47626,0.00134354,0.00134354,0.00134354
198,404.346,0.58367,0.97993,0.5241,1.03885,0.9523,0.83283,0.92297,0.64269,0.84283,0.76369,0.82495,0.5587,1.01714,2.28136,0.85843,1.50185,0.00134188,0.00134188,0.00134188
199,406.33,0.6874,1.03937,0.55643,1.14283,0.88241,0.92857,0.95767,0.64797,0.9681,0.8407,0.92585,0.56236,1.0534,2.04174,0.81793,1.57445,0.00134023,0.00134023,0.00134023
200,408.244,0.66188,1.2334,0.60298,1.1987,0.97927,0.92857,0.96,0.63784,0.88881,0.85714,0.86112,0.59263,0.97842,1.50057,0.75186,1.59124,0.00133858,0.00133858,0.00133858
201,410.262,0.58755,0.93825,0.49474,1.05492,0.90693,0.92857,0.95562,0.61987,0.90693,0.92857,0.92652,0.59665,1.11677,1.66963,0.75931,1.75393,0.00133693,0.00133693,0.00133693
202,412.262,0.59296,0.86239,0.52299,1.08957,0.87865,0.85714,0.81383,0.59951,0.97929,0.92857,0.92633,0.59986,1.17529,1.65922,0.71687,1.84184,0.00133528,0.00133528,0.00133528
203,414.244,0.59786,0.90026,0.48682,1.05988,0.98728,0.91717,0.95767,0.64935,0.80799,0.78571,0.7775,0.57617,1.05089,1.6381,0.72323,1.65605,0.00133363,0.00133363,0.00133363
204,416.196,0.64974,1.1403,0.54059,1.1096,0.90348,0.91902,0.87223,0.6339,0.83165,0.85269,0.76084,0.58634,0.89912,1.77867,0.6956,1.46518,0.00133198,0.00133198,0.00133198
205,418.174,0.54173,0.88858,0.45915,1.00952,0.90067,0.92857,0.90934,0.71891,0.82919,0.85714,0.81793,0.62822,0.73083,1.83522,0.64664,1.25289,0.00133033,0.00133033,0.00133033
206,420.115,0.57978,0.97666,0.50507,1.09548,0.90045,0.92857,0.91005,0.71171,0.98169,0.92857,0.93005,0.62464,0.73321,1.73434,0.67286,1.28219,0.00132868,0.00132868,0.00132868
207,422.154,0.58445,1.0447,0.5356,1.0642,0.91154,0.92857,0.91684,0.7414,0.91154,0.92857,0.91684,0.67154,0.77381,1.57526,0.69826,1.29634,0.00132703,0.00132703,0.00132703
208,424.511,0.65707,1.2611,0.63957,1.10448,0.87461,0.92754,0.92795,0.67623,0.87461,0.92754,0.92795,0.64408,0.8088,1.58214,0.81776,1.35232,0.00132538,0.00132538,0.00132538
209,426.425,0.65051,1.19858,0.58224,1.0788,0.80919,0.92857,0.90531,0.67374,0.85587,0.85433,0.86833,0.6272,0.81829,1.49886,0.88449,1.33573,0.00132373,0.00132373,0.00132373
210,428.341,0.60753,1.14831,0.54251,1.08317,0.79656,0.91031,0.84359,0.66692,0.79656,0.91031,0.84109,0.63003,0.82833,1.33677,0.89124,1.38948,0.00132208,0.00132208,0.00132208
211,430.31,0.61196,1.0208,0.56676,1.10672,0.82451,0.92857,0.86089,0.67084,0.79433,0.91851,0.80756,0.56611,0.8164,1.74858,0.86192,1.44589,0.00132043,0.00132043,0.00132043
212,432.331,0.54989,0.98743,0.50494,1.04601,0.83972,0.85714,0.84863,0.64463,0.7364,0.78571,0.76583,0.54452,0.8129,1.88155,1.11912,1.45217,0.00131878,0.00131878,0.00131878
213,434.351,0.58011,0.93222,0.49563,1.05857,0.76383,0.92857,0.8477,0.64579,0.6412,0.78571,0.70106,0.55556,0.76516,1.96475,1.14487,1.38772,0.00131713,0.00131713,0.00131713
214,436.325,0.58451,0.94857,0.53196,1.08748,0.68657,0.85714,0.79903,0.66946,0.63782,0.92857,0.78079,0.56888,0.84006,1.64011,1.21551,1.38409,0.00131548,0.00131548,0.00131548
215,438.242,0.5428,1.08575,0.47765,1.02907,0.67912,0.85714,0.7953,0.63799,0.58716,0.85714,0.71063,0.54274,0.82105,1.45917,1.28962,1.33375,0.00131383,0.00131383,0.00131383
216,440.243,0.52419,1.02928,0.45142,1.0457,0.70909,0.85714,0.80548,0.66018,0.70909,0.85714,0.80548,0.51343,0.81376,1.76392,1.08349,1.35643,0.00131218,0.00131218,0.00131218
217,442.259,0.53472,0.90559,0.48307,1.02676,0.78682,0.92857,0.8598,0.70376,0.7259,0.85714,0.78543,0.51155,0.74138,2.00613,1.02154,1.36424,0.00131053,0.00131053,0.00131053
218,444.196,0.50101,0.8141,0.44641,1.00675,0.80199,0.91279,0.86378,0.69581,0.77413,0.85714,0.77056,0.5285,0.76594,1.64676,1.01652,1.43301,0.00130888,0.00130888,0.00130888
219,446.195,0.52136,0.87258,0.45821,1.03774,0.8068,0.92857,0.87006,0.65029,0.87132,0.85714,0.81111,0.57405,0.81767,2.00318,1.14091,1.49843,0.00130723,0.00130723,0.00130723
220,448.097,0.53702,0.97536,0.45216,1.05888,0.79202,0.92857,0.90589,0.68829,0.73999,0.85714,0.84477,0.63361,0.85403,1.99411,1.09517,1.53765,0.00130558,0.00130558,0.00130558
221,450.076,0.56284,0.92881,0.49898,1.06441,0.85082,0.92857,0.92586,0.67191,0.68878,0.85714,0.80514,0.59303,0.97442,2.27669,1.05283,1.64964,0.00130393,0.00130393,0.00130393
222,452.053,0.57084,0.84462,0.52225,1.05453,0.84239,0.88588,0.91048,0.64985,0.6848,0.74616,0.7667,0.5435,1.05008,2.26287,1.0876,1.59067,0.00130228,0.00130228,0.00130228
223,454.058,0.56653,0.8821,0.48492,1.07721,0.84384,0.92857,0.91707,0.66979,0.84384,0.92857,0.91707,0.54356,1.04216,2.06302,1.12021,1.64912,0.00130063,0.00130063,0.00130063
224,456.047,0.57591,0.92518,0.5306,1.0741,0.88872,0.92857,0.92556,0.69841,0.84679,0.92857,0.89484,0.6019,0.94602,1.93914,1.11988,1.53173,0.00129898,0.00129898,0.00129898
225,457.958,0.49131,0.82847,0.43576,1.01227,0.86484,0.85714,0.89365,0.67653,0.93207,0.92857,0.92546,0.58466,0.9309,1.86039,1.02544,1.47977,0.00129733,0.00129733,0.00129733
226,459.936,0.60958,0.94065,0.53423,1.11236,0.93754,0.92857,0.9255,0.66717,0.85488,0.85714,0.86951,0.53889,1.02426,2.15399,0.96995,1.58415,0.00129568,0.00129568,0.00129568
227,461.922,0.58936,0.82121,0.50854,1.07499,0.82127,0.84799,0.88025,0.69255,0.74702,0.71429,0.71848,0.5617,0.99663,2.06988,1.0398,1.59258,0.00129403,0.00129403,0.00129403
228,463.892,0.66347,1.05859,0.57882,1.0908,0.97311,0.91037,0.92585,0.75497,0.88752,0.85237,0.84008,0.64689,0.90329,1.64262,0.99008,1.46335,0.00129238,0.00129238,0.00129238
229,465.825,0.54808,0.90664,0.5404,1.05802,0.89108,0.92857,0.90586,0.68929,0.80859,0.85714,0.81174,0.61914,0.98821,1.56512,1.03271,1.55766,0.00129072,0.00129072,0.00129072
230,467.81,0.54613,0.91746,0.45621,1.05121,0.88978,0.92857,0.88534,0.67867,0.81846,0.85714,0.82129,0.62622,0.86538,1.46146,1.08238,1.36383,0.00128907,0.00128907,0.00128907
231,469.795,0.55144,0.90991,0.48571,1.03806,0.93973,0.92857,0.9264,0.68579,0.93973,0.92857,0.9264,0.6511,0.81876,1.3997,0.95876,1.29508,0.00128742,0.00128742,0.00128742
232,471.83,0.56591,0.86714,0.54227,1.07116,0.92072,0.92857,0.9266,0.67553,0.92072,0.92857,0.9266,0.61682,0.82508,1.41843,0.89511,1.3437,0.00128577,0.00128577,0.00128577
233,473.812,0.53726,0.90666,0.47978,1.04923,0.82905,0.85714,0.84215,0.6759,0.82905,0.85714,0.83873,0.61545,0.91518,1.47181,0.92162,1.45802,0.00128412,0.00128412,0.00128412
234,475.795,0.51191,0.85768,0.45955,1.04539,0.92068,0.91802,0.9301,0.69222,0.85803,0.71429,0.77639,0.61722,0.94869,1.60245,0.88298,1.54977,0.00128247,0.00128247,0.00128247
235,477.713,0.60612,1.44427,0.55044,1.09705,0.85416,0.92857,0.88824,0.64803,0.78192,0.85714,0.80102,0.60967,0.93082,1.75324,0.92094,1.55524,0.00128082,0.00128082,0.00128082
236,479.697,0.56258,0.89766,0.47719,1.04198,0.87887,0.9213,0.88583,0.65512,0.73431,0.78239,0.70001,0.57859,0.8808,1.63327,0.74968,1.49566,0.00127917,0.00127917,0.00127917
237,481.691,0.476,0.84775,0.45382,0.97761,0.88008,0.92857,0.9066,0.68373,0.88168,0.85714,0.84591,0.64262,0.92771,1.57284,0.78105,1.53323,0.00127752,0.00127752,0.00127752
238,483.709,0.4957,0.84572,0.49974,1.02765,0.88416,0.92857,0.90668,0.6907,0.88141,0.85714,0.84605,0.66246,0.89003,1.77037,0.77549,1.52308,0.00127587,0.00127587,0.00127587
239,485.631,0.50591,1.1124,0.51362,1.01308,0.86505,0.92857,0.90676,0.67976,0.96516,0.78571,0.83784,0.64102,0.84919,1.89543,0.75801,1.46509,0.00127422,0.00127422,0.00127422
240,487.574,0.52307,0.81573,0.5359,1.05731,0.83384,0.92857,0.87313,0.67302,0.87733,0.85714,0.84569,0.63403,0.86529,2.13024,0.73948,1.4738,0.00127257,0.00127257,0.00127257
241,489.577,0.5524,0.78641,0.50364,1.07329,0.89018,0.92635,0.88639,0.70733,0.87389,0.85714,0.84672,0.64855,0.88447,2.01205,0.76922,1.46296,0.00127092,0.00127092,0.00127092
242,491.594,0.49636,0.85041,0.45341,1.03414,0.96973,0.92857,0.92924,0.69378,0.96973,0.92857,0.92924,0.63671,0.86461,1.67513,0.77482,1.50803,0.00126927,0.00126927,0.00126927
243,493.541,0.51842,0.86494,0.41713,1.04946,0.97579,0.92857,0.93001,0.68776,0.81031,0.78571,0.78398,0.61908,0.93119,2.06576,0.82112,1.6385,0.00126762,0.00126762,0.00126762
244,495.494,0.54164,0.88155,0.48815,1.05396,0.9183,0.85714,0.8617,0.62207,0.81472,0.78571,0.76395,0.56633,0.99824,4.12604,0.85508,1.94253,0.00126597,0.00126597,0.00126597
245,497.531,0.55558,0.96594,0.52243,1.05259,0.84122,0.85714,0.88452,0.60911,0.75839,0.78571,0.77055,0.55403,1.03343,4.11604,0.91864,2.01643,0.00126432,0.00126432,0.00126432
246,499.441,0.58329,1.07181,0.50646,1.05372,0.67769,0.84975,0.76792,0.57376,0.61652,0.71429,0.64466,0.52491,1.02599,3.77888,0.90422,1.92165,0.00126267,0.00126267,0.00126267
247,501.341,0.66148,1.08343,0.58317,1.15376,0.9368,0.92857,0.93025,0.6093,0.85747,0.85714,0.83929,0.56052,1.09741,2.58811,0.94007,1.68138,0.00126102,0.00126102,0.00126102
248,503.328,0.65196,1.16171,0.55148,1.12922,0.83282,0.92857,0.91959,0.58962,0.68893,0.78571,0.73364,0.53627,1.13832,2.7335,0.85969,1.72489,0.00125937,0.00125937,0.00125937
249,505.307,0.644,1.08554,0.52928,1.1117,0.9506,0.91491,0.92924,0.58075,0.85067,0.78571,0.7501,0.54611,1.10414,2.70485,0.99701,1.66066,0.00125772,0.00125772,0.00125772
250,507.363,0.63157,1.07812,0.50284,1.10085,0.87401,0.91989,0.90894,0.58671,0.7932,0.78571,0.76753,0.54342,1.15407,3.3537,1.0398,1.70726,0.00125607,0.00125607,0.00125607
251,509.358,0.62055,0.92287,0.51986,1.09742,0.97681,0.85058,0.91924,0.64372,0.87468,0.78158,0.7641,0.5451,1.02021,2.90504,1.00365,1.55996,0.00125442,0.00125442,0.00125442
252,511.345,0.63657,1.08221,0.57988,1.06596,0.89071,0.92857,0.92096,0.6693,0.89071,0.92857,0.91096,0.60886,0.82511,1.67237,0.8503,1.40104,0.00125277,0.00125277,0.00125277
253,513.275,0.48676,0.77118,0.40684,1.0058,0.98063,0.85714,0.91856,0.71595,0.87498,0.92024,0.87784,0.60261,0.77216,1.51537,0.88216,1.3497,0.00125112,0.00125112,0.00125112
