epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
387,780.772,0.50972,0.6978,0.46271,1.03128,0.98047,0.92857,0.92969,0.6881,0.98047,0.92857,0.92969,0.59043,0.921,1.60693,0.68852,1.54927,0.00102997,0.00102997,0.00102997
388,782.722,0.45772,0.70172,0.38245,0.99966,0.96938,0.92815,0.93168,0.69833,0.96938,0.92815,0.93168,0.64426,0.96859,1.45998,0.73031,1.58116,0.00102832,0.00102832,0.00102832
389,784.712,0.47986,0.76013,0.35477,1.02121,0.9745,0.92857,0.93348,0.68419,0.9745,0.92857,0.93348,0.64688,0.9158,1.41327,0.65642,1.67781,0.00102667,0.00102667,0.00102667
390,786.688,0.49228,0.75089,0.37996,1.03258,0.98165,0.92857,0.93288,0.68555,0.98165,0.92857,0.93288,0.65294,0.91726,1.41062,0.69178,1.69089,0.00102502,0.00102502,0.00102502
391,788.672,0.44403,0.67239,0.37209,1.00189,0.97956,0.92857,0.93317,0.69997,0.97956,0.92857,0.93317,0.65386,0.8784,1.37484,0.73512,1.58051,0.00102337,0.00102337,0.00102337
392,790.624,0.43563,0.59899,0.34683,0.99379,0.98045,0.92857,0.93348,0.69271,0.98045,0.92857,0.93348,0.63511,0.94174,1.42922,0.73073,1.56824,0.00102172,0.00102172,0.00102172
393,792.575,0.38961,0.55269,0.31352,0.94338,0.9103,0.92857,0.93317,0.6686,0.9103,0.92857,0.93317,0.6292,0.84797,1.40378,0.81767,1.37588,0.00102007,0.00102007,0.00102007
394,794.559,0.48413,0.6535,0.36915,1.04437,0.90346,0.92857,0.91901,0.6905,0.90346,0.92857,0.89829,0.6328,0.84867,1.6841,0.82031,1.39824,0.00101842,0.00101842,0.00101842
395,796.552,0.48345,0.7619,0.44215,1.01896,0.93104,0.92857,0.9285,0.68398,0.9084,0.92857,0.89779,0.62406,0.9169,1.69047,0.81317,1.50017,0.00101677,0.00101677,0.00101677
396,798.511,0.46808,0.64795,0.37044,0.99266,0.99052,0.92857,0.92829,0.69186,0.99052,0.92857,0.92829,0.64269,0.93389,1.53807,0.737,1.54775,0.00101512,0.00101512,0.00101512
397,800.475,0.59927,0.8691,0.51105,1.14826,0.96824,0.92857,0.92783,0.69722,0.96824,0.92857,0.92783,0.64771,0.89249,1.50743,0.57209,1.57521,0.00101347,0.00101347,0.00101347
398,802.44,0.47414,0.72062,0.39059,0.99664,0.8282,0.92857,0.89881,0.6501,0.8282,0.92857,0.89881,0.63522,0.84594,1.32036,0.57149,1.57678,0.00101182,0.00101182,0.00101182
399,804.342,0.46718,0.68224,0.37894,0.98228,0.85082,0.85714,0.8123,0.68583,0.93544,0.92857,0.92798,0.64874,0.84124,1.34738,0.55374,1.57662,0.00101017,0.00101017,0.00101017
400,806.342,0.42506,0.67278,0.39132,0.95833,0.85256,0.84883,0.79991,0.65559,0.85256,0.84883,0.79991,0.58194,0.89647,1.45032,0.56581,1.61737,0.00100852,0.00100852,0.00100852
401,808.325,0.51847,0.75354,0.41554,1.02379,0.76656,0.85714,0.78178,0.66293,0.76656,0.85714,0.78178,0.60761,0.95553,1.22437,0.63145,1.72567,0.00100687,0.00100687,0.00100687
402,810.343,0.47425,0.64863,0.40225,0.98821,0.86979,0.83842,0.79893,0.617,0.86979,0.83842,0.79893,0.54979,1.03669,1.8962,0.66295,1.88542,0.00100522,0.00100522,0.00100522
403,812.424,0.50912,0.80059,0.42366,1.01836,0.96087,0.85714,0.92375,0.60756,0.96087,0.85714,0.92375,0.60209,0.941,1.43321,0.68581,1.71193,0.00100357,0.00100357,0.00100357
404,814.36,0.52248,0.66353,0.4753,1.07924,0.94583,0.92857,0.93254,0.70239,0.94583,0.92857,0.93254,0.66881,0.87139,1.15986,0.59309,1.5983,0.00100192,0.00100192,0.00100192
405,816.338,0.53374,0.70353,0.42692,1.02751,0.96396,0.92857,0.92714,0.68301,0.98411,0.84033,0.86492,0.65987,0.95077,1.29586,0.60537,1.64601,0.00100027,0.00100027,0.00100027
406,818.333,0.51025,0.67239,0.42809,1.00503,0.96792,0.92793,0.92716,0.6582,0.87902,0.85714,0.84682,0.62415,0.914,1.46411,0.62994,1.63723,0.000998616,0.000998616,0.000998616
407,820.313,0.48127,0.65074,0.37768,0.99142,0.96159,0.92857,0.92699,0.67145,0.98021,0.84547,0.86193,0.64112,0.94158,1.39541,0.66249,1.64593,0.000996966,0.000996966,0.000996966
408,822.393,0.49116,0.64709,0.40731,1.02844,0.96543,0.92857,0.92716,0.66356,0.9728,0.85714,0.88947,0.65313,0.93411,1.19516,0.71481,1.6043,0.000995316,0.000995316,0.000995316
409,824.418,0.45622,0.61838,0.37973,0.96695,0.93732,0.9194,0.92718,0.68355,0.93732,0.9194,0.92718,0.65288,0.82696,1.24105,0.81672,1.47523,0.000993665,0.000993665,0.000993665
410,826.374,0.51345,0.80675,0.38575,1.03746,0.93625,0.92231,0.92745,0.67614,0.93625,0.92231,0.92745,0.67303,0.81187,1.33919,0.79607,1.50318,0.000992015,0.000992015,0.000992015
411,828.309,0.57179,0.88129,0.46794,1.08749,0.93454,0.92857,0.9279,0.70678,0.93454,0.92857,0.9279,0.68031,0.82534,1.26982,0.69261,1.52505,0.000990365,0.000990365,0.000990365
412,830.31,0.48395,0.7532,0.36749,1.00424,0.96464,0.8552,0.91815,0.71263,0.96464,0.8552,0.91815,0.64807,0.80347,1.46542,0.68885,1.49109,0.000988714,0.000988714,0.000988714
413,832.358,0.45986,0.63987,0.39777,0.98085,0.85728,0.92776,0.91874,0.70116,0.85728,0.92776,0.91874,0.64456,0.86325,1.57752,0.66617,1.55971,0.000987064,0.000987064,0.000987064
414,834.332,0.48478,0.77223,0.39422,0.99917,0.92612,0.92295,0.92845,0.68353,0.94919,0.85714,0.91095,0.60613,0.88381,1.64018,0.83317,1.60982,0.000985414,0.000985414,0.000985414
415,836.305,0.57433,0.79157,0.44939,1.07731,0.95656,0.92857,0.92783,0.66398,0.95656,0.92857,0.92783,0.61921,1.0015,2.13749,0.70288,1.7981,0.000983763,0.000983763,0.000983763
416,838.239,0.53145,0.75746,0.40639,1.0091,0.88321,0.85714,0.82366,0.63689,0.88321,0.85714,0.84021,0.58425,1.02156,2.37282,0.76938,1.89102,0.000982113,0.000982113,0.000982113
417,840.247,0.49959,0.80173,0.41173,1.01494,0.95437,0.92857,0.92759,0.67948,0.95437,0.92857,0.92759,0.6712,0.92414,2.0242,0.70942,1.68166,0.000980463,0.000980463,0.000980463
418,842.258,0.46279,0.76878,0.40528,1.01262,0.94762,0.92453,0.92706,0.69212,0.94762,0.92453,0.92706,0.69069,0.87682,1.40833,0.86401,1.61609,0.000978812,0.000978812,0.000978812
419,844.257,0.50388,0.67327,0.38512,1.02209,0.93122,0.92639,0.9262,0.69106,0.93122,0.92639,0.9262,0.63872,0.84976,1.29225,0.75892,1.53424,0.000977162,0.000977162,0.000977162
420,846.208,0.44487,0.66726,0.34399,0.99212,0.95892,0.92857,0.92598,0.67278,0.87419,0.85714,0.797,0.57314,0.84623,1.51305,0.80584,1.5419,0.000975512,0.000975512,0.000975512
421,848.176,0.52619,0.75069,0.46663,1.0143,0.94476,0.92857,0.92613,0.66227,0.86204,0.85714,0.81098,0.58448,0.87388,1.65984,0.78238,1.6063,0.000973861,0.000973861,0.000973861
422,850.072,0.4751,0.75109,0.43389,1.02069,0.91385,0.92857,0.92649,0.69091,0.91385,0.92857,0.92649,0.61673,0.85437,1.67638,0.74978,1.54782,0.000972211,0.000972211,0.000972211
423,852.075,0.53165,0.71939,0.42454,1.0428,0.93044,0.92857,0.92657,0.66682,0.93044,0.92857,0.92657,0.59246,0.90903,2.0052,0.75365,1.56623,0.000970561,0.000970561,0.000970561
424,854.088,0.48534,0.70718,0.40827,1.00014,0.84198,0.92857,0.89555,0.68745,0.7697,0.85714,0.7756,0.54567,0.91007,2.7066,0.73021,1.60474,0.00096891,0.00096891,0.00096891
425,856.073,0.48719,0.73707,0.36423,0.98625,0.84536,0.92857,0.90614,0.6447,0.77336,0.85714,0.79791,0.54169,1.01109,2.58605,0.73515,1.65869,0.00096726,0.00096726,0.00096726
426,857.987,0.43982,0.70161,0.34578,0.97413,0.96987,0.92857,0.9262,0.7178,0.96987,0.92857,0.9262,0.59951,0.93203,2.28234,0.82639,1.51745,0.00096561,0.00096561,0.00096561
427,859.938,0.4843,0.69586,0.37724,0.99333,0.93404,0.91671,0.92666,0.74139,0.93404,0.91671,0.92666,0.67897,0.89966,1.81308,0.75612,1.43536,0.000963959,0.000963959,0.000963959
428,861.943,0.41276,0.60863,0.36151,0.94295,0.84496,0.92857,0.91708,0.75296,0.84496,0.92857,0.91708,0.72219,0.76358,1.67091,0.73647,1.32485,0.000962309,0.000962309,0.000962309
429,864.343,0.44631,0.68549,0.36179,1.01159,0.96329,0.85714,0.91723,0.76823,0.96329,0.85714,0.91723,0.716,0.74257,1.67867,0.80625,1.33978,0.000960659,0.000960659,0.000960659
430,866.737,0.4565,0.73638,0.37226,0.97437,0.96724,0.84318,0.91013,0.78919,0.96724,0.84318,0.87973,0.71074,0.72183,1.58809,0.85219,1.31842,0.000959008,0.000959008,0.000959008
431,869.027,0.43241,0.62387,0.34502,0.99621,0.84709,0.91991,0.89748,0.76853,0.87128,0.85714,0.84903,0.70212,0.72793,1.49545,0.76814,1.30008,0.000957358,0.000957358,0.000957358
432,871.008,0.52465,0.70651,0.40998,1.0471,0.87741,0.85714,0.88635,0.73941,0.87741,0.85714,0.88052,0.70939,0.67964,1.27271,0.76961,1.20092,0.000955708,0.000955708,0.000955708
433,873.034,0.38201,0.60617,0.36734,0.96683,0.87213,0.9185,0.91834,0.71482,0.87213,0.9185,0.91834,0.65553,0.75704,1.28645,0.847,1.24181,0.000954057,0.000954057,0.000954057
434,875.006,0.40595,0.65661,0.34682,0.94139,0.9779,0.90341,0.92908,0.67543,0.9779,0.90341,0.92908,0.62229,0.94576,1.33612,1.01541,1.4759,0.000952407,0.000952407,0.000952407
435,876.974,0.4818,0.67262,0.38067,1.0255,0.96095,0.91994,0.92861,0.66169,0.96095,0.91994,0.92861,0.59042,0.97711,1.45839,0.77757,1.59007,0.000950757,0.000950757,0.000950757
436,878.893,0.45369,0.78709,0.38432,1.02803,0.82804,0.85714,0.82399,0.65098,0.75588,0.78571,0.73307,0.55637,0.95607,2.03837,0.74108,1.67761,0.000949106,0.000949106,0.000949106
437,880.859,0.46004,0.67103,0.3765,0.98396,0.83046,0.85714,0.82284,0.62434,0.75899,0.71429,0.6787,0.54805,0.97856,2.26761,0.68664,1.76605,0.000947456,0.000947456,0.000947456
438,882.874,0.49016,0.76071,0.38837,1.01733,0.82977,0.85714,0.82345,0.66087,0.82977,0.85714,0.82039,0.58176,1.01273,1.84008,0.63551,1.75881,0.000945806,0.000945806,0.000945806
439,884.867,0.47541,0.71558,0.34766,0.98515,0.97581,0.92857,0.9273,0.66085,0.89212,0.85714,0.84548,0.61231,1.00455,1.32762,0.61549,1.67905,0.000944155,0.000944155,0.000944155
440,886.807,0.46153,0.6715,0.37482,0.98602,0.96655,0.92857,0.9329,0.70694,0.96655,0.92857,0.9329,0.65361,0.84547,1.03172,0.60846,1.47053,0.000942505,0.000942505,0.000942505
441,888.759,0.47251,0.76039,0.41103,1.01614,0.96796,0.92857,0.9495,0.73932,0.96796,0.92857,0.9495,0.63448,0.81515,1.07108,0.53257,1.45078,0.000940855,0.000940855,0.000940855
442,890.774,0.44778,0.66195,0.36329,0.96885,0.96738,0.92857,0.96583,0.73206,0.96738,0.92857,0.96583,0.65413,0.82797,1.1152,0.49001,1.48573,0.000939204,0.000939204,0.000939204
443,892.804,0.45155,0.60194,0.35686,1.02681,0.89943,0.92857,0.95269,0.69971,0.82767,0.85714,0.85426,0.64959,0.89718,1.62598,0.53482,1.58816,0.000937554,0.000937554,0.000937554
444,894.791,0.41992,0.65284,0.34751,0.98415,0.87713,0.85714,0.85246,0.68193,0.95373,0.85714,0.86412,0.60127,0.91271,1.92012,0.58696,1.64587,0.000935904,0.000935904,0.000935904
445,896.755,0.53423,0.9942,0.43029,1.06551,0.96534,0.92857,0.92934,0.70949,0.88293,0.85714,0.83398,0.63808,0.86759,1.78494,0.58027,1.62212,0.000934253,0.000934253,0.000934253
446,898.648,0.45678,0.66052,0.3785,0.99164,0.95477,0.92857,0.92721,0.70905,0.97288,0.84703,0.85855,0.65506,0.78917,1.52028,0.57338,1.49896,0.000932603,0.000932603,0.000932603
447,900.609,0.46689,0.75702,0.35714,0.99571,0.95386,0.92857,0.92675,0.6896,0.97132,0.84897,0.85782,0.63976,0.8216,1.52789,0.61508,1.51813,0.000930953,0.000930953,0.000930953
448,902.625,0.42727,0.64942,0.33291,0.96457,0.9464,0.92857,0.92685,0.68458,0.93857,0.85714,0.85799,0.6378,0.82143,1.52889,0.61793,1.46047,0.000929302,0.000929302,0.000929302
449,904.61,0.41803,0.75318,0.36003,0.96576,0.9296,0.92857,0.92718,0.70959,0.9328,0.85714,0.85852,0.64867,0.81106,1.4701,0.67157,1.3564,0.000927652,0.000927652,0.000927652
450,906.626,0.45332,0.63318,0.36765,1.00215,0.85125,0.92857,0.90766,0.75001,0.83366,0.85714,0.84761,0.67273,0.68268,1.4651,0.67391,1.22408,0.000926002,0.000926002,0.000926002
451,908.724,0.41301,0.72,0.32067,0.96985,0.9294,0.92857,0.92798,0.73046,0.9294,0.92857,0.92798,0.63012,0.73824,1.48047,0.63542,1.28171,0.000924352,0.000924352,0.000924352
452,910.657,0.38969,0.61674,0.32113,0.95352,0.94896,0.92378,0.92783,0.73029,0.94896,0.92378,0.92783,0.62343,0.80945,1.61122,0.61601,1.38751,0.000922701,0.000922701,0.000922701
453,912.611,0.40907,0.60996,0.332,0.96926,0.9448,0.92368,0.92751,0.68802,0.9448,0.92368,0.92751,0.62092,0.83322,1.6065,0.60367,1.454,0.000921051,0.000921051,0.000921051
454,914.624,0.46056,0.69483,0.36956,0.99284,0.94214,0.92342,0.93941,0.71247,0.94214,0.92342,0.93941,0.64367,0.82729,1.48396,0.55854,1.51224,0.000919401,0.000919401,0.000919401
455,916.609,0.44024,0.69179,0.3587,1.00599,0.95256,0.92415,0.94727,0.73819,0.95256,0.92415,0.94727,0.66709,0.77615,1.5208,0.49609,1.48325,0.00091775,0.00091775,0.00091775
456,918.605,0.46055,0.6437,0.36036,1.011,0.9734,0.92857,0.95222,0.73552,0.9734,0.92857,0.95222,0.67975,0.81527,1.60809,0.46506,1.57735,0.0009161,0.0009161,0.0009161
457,920.524,0.44387,0.67125,0.37972,0.97913,0.97401,0.92857,0.94133,0.70041,0.97401,0.92857,0.94133,0.64117,0.8605,1.56533,0.48702,1.6255,0.00091445,0.00091445,0.00091445
458,922.457,0.40864,0.64914,0.32877,0.95746,0.96407,0.92857,0.93725,0.70769,0.96407,0.92857,0.93725,0.65737,0.87411,1.60467,0.49922,1.60316,0.000912799,0.000912799,0.000912799
459,924.536,0.38023,0.61194,0.33609,0.96434,0.96881,0.92479,0.93407,0.70951,0.96881,0.92479,0.93407,0.65421,0.86829,1.67378,0.56107,1.53949,0.000911149,0.000911149,0.000911149
460,926.575,0.42372,0.73032,0.37395,1.03234,0.96393,0.92857,0.92845,0.70265,0.96393,0.92857,0.92845,0.65472,0.84139,1.6027,0.61954,1.4779,0.000909499,0.000909499,0.000909499
461,928.539,0.4587,0.67466,0.372,1.01965,0.96837,0.92857,0.92829,0.6961,0.96837,0.92857,0.92829,0.6759,0.86444,1.48117,0.7628,1.49203,0.000907848,0.000907848,0.000907848
462,930.486,0.4992,1.00302,0.44266,1.07793,0.95357,0.92857,0.92763,0.69989,0.95357,0.92857,0.92763,0.67533,0.90729,1.70551,0.80045,1.53622,0.000906198,0.000906198,0.000906198
463,932.508,0.47237,0.65055,0.36241,1.00106,0.92959,0.92857,0.92811,0.69066,0.92959,0.92857,0.92811,0.65421,0.93366,1.7842,0.8494,1.56337,0.000904548,0.000904548,0.000904548
464,934.47,0.44667,0.69987,0.35027,0.96192,0.96333,0.85714,0.91887,0.68666,0.82722,0.92401,0.90887,0.64382,0.99456,1.92741,0.83468,1.64338,0.000902897,0.000902897,0.000902897
465,936.474,0.43456,0.67031,0.35395,0.97876,0.97444,0.85714,0.91766,0.65776,0.8621,0.85083,0.90766,0.63406,0.94754,1.81186,0.6453,1.62375,0.000901247,0.000901247,0.000901247
466,938.454,0.4253,0.69601,0.38087,1.00365,0.95478,0.85473,0.91723,0.67653,0.95478,0.85473,0.91723,0.62899,0.92926,1.70789,0.54956,1.6238,0.000899597,0.000899597,0.000899597
467,940.374,0.44492,0.71911,0.34635,1.01226,0.9245,0.85371,0.91742,0.69467,0.9245,0.85371,0.91742,0.64736,0.90984,1.67634,0.59727,1.60542,0.000897946,0.000897946,0.000897946
468,942.328,0.4018,0.67384,0.34898,0.96208,0.86918,0.9173,0.92802,0.68917,0.86918,0.9173,0.92802,0.63305,0.89086,1.65931,0.62006,1.6215,0.000896296,0.000896296,0.000896296
469,944.324,0.42871,0.65887,0.33516,0.9732,0.90509,0.92857,0.9282,0.71861,0.90509,0.92857,0.9282,0.67565,0.88812,1.42151,0.63507,1.64254,0.000894646,0.000894646,0.000894646
470,946.324,0.46725,0.80124,0.37998,1.0365,0.91514,0.92857,0.90141,0.66473,0.91514,0.92857,0.90141,0.61169,0.91012,1.40925,0.60862,1.68488,0.000892995,0.000892995,0.000892995
471,948.304,0.46831,0.70414,0.37571,0.99928,0.91796,0.92857,0.90154,0.67921,0.91796,0.92857,0.90154,0.60247,0.92767,1.3664,0.60411,1.72145,0.000891345,0.000891345,0.000891345
472,950.274,0.4269,0.73296,0.34875,0.96581,0.91998,0.92857,0.90105,0.68436,0.91998,0.92857,0.90105,0.61899,0.88361,1.26435,0.614,1.67516,0.000889695,0.000889695,0.000889695
473,952.24,0.41846,0.63451,0.33008,0.96957,0.91191,0.92741,0.90975,0.7241,0.91191,0.92741,0.90975,0.66407,0.89499,1.31198,0.60069,1.64828,0.000888044,0.000888044,0.000888044
474,954.209,0.44003,0.98387,0.39881,0.97226,0.91691,0.92857,0.90102,0.71011,0.91691,0.92857,0.90102,0.66928,0.84116,1.40857,0.65746,1.59539,0.000886394,0.000886394,0.000886394
475,956.191,0.44013,0.71701,0.36255,0.99405,0.91902,0.92857,0.90141,0.70466,0.91902,0.92857,0.90141,0.65544,0.81162,1.33372,0.8898,1.56932,0.000884744,0.000884744,0.000884744
476,958.189,0.42562,0.57234,0.36192,0.97169,0.91583,0.92857,0.90115,0.70048,0.91583,0.92857,0.90115,0.67407,0.79881,1.19299,0.99425,1.5701,0.000883093,0.000883093,0.000883093
477,960.255,0.42163,0.58663,0.32683,0.98005,0.91689,0.92857,0.90977,0.70516,0.91689,0.92857,0.90977,0.68312,0.82211,1.2514,0.95862,1.5466,0.000881443,0.000881443,0.000881443
478,962.174,0.43515,0.70644,0.3721,0.99026,0.91879,0.92857,0.91796,0.70951,0.91879,0.92857,0.91796,0.69906,0.83034,1.25495,0.90821,1.60919,0.000879793,0.000879793,0.000879793
479,964.156,0.40517,0.59751,0.35871,0.98619,0.92449,0.92857,0.92652,0.69053,0.92449,0.92857,0.92652,0.67697,0.82037,1.22734,0.89977,1.6256,0.000878142,0.000878142,0.000878142
480,966.14,0.42865,0.58058,0.32544,0.98716,0.91038,0.92857,0.92632,0.67664,0.91038,0.92857,0.92632,0.63387,0.87152,1.24268,0.875,1.73085,0.000876492,0.000876492,0.000876492
481,968.123,0.43338,0.71571,0.34031,1.01628,0.92473,0.92221,0.92626,0.66718,0.92473,0.92221,0.92626,0.63095,0.89101,1.31132,0.90287,1.74546,0.000874842,0.000874842,0.000874842
482,970.206,0.41632,0.57822,0.34612,0.9843,0.92963,0.92857,0.92615,0.66314,0.84706,0.85714,0.82102,0.61762,0.88804,1.47269,0.78743,1.70552,0.000873191,0.000873191,0.000873191
483,972.128,0.42678,0.58669,0.32575,0.98398,0.92867,0.92857,0.92609,0.67049,0.92867,0.92857,0.92609,0.6168,0.85006,1.58349,0.68553,1.63554,0.000871541,0.000871541,0.000871541
484,974.092,0.41143,0.65324,0.32679,0.97552,0.94989,0.92857,0.9312,0.65599,0.94989,0.92857,0.9312,0.62881,0.84024,1.57005,0.69491,1.60719,0.000869891,0.000869891,0.000869891
485,976.106,0.46078,0.67252,0.39558,1.0028,0.96288,0.92726,0.95222,0.69684,0.96288,0.92726,0.95222,0.63917,0.82726,1.49538,0.60588,1.64129,0.00086824,0.00086824,0.00086824
486,978.059,0.40221,0.61212,0.34315,0.96566,0.96888,0.92857,0.96269,0.71476,0.96888,0.92857,0.96269,0.64676,0.82772,1.57243,0.58062,1.66655,0.00086659,0.00086659,0.00086659
487,980.076,0.42711,0.68965,0.35239,0.98828,0.95025,0.92857,0.93221,0.70936,0.95025,0.92857,0.93221,0.64793,0.87331,1.82008,0.56863,1.67355,0.00086494,0.00086494,0.00086494
488,981.972,0.44806,0.64974,0.34407,0.98861,0.96066,0.92857,0.93027,0.72621,0.96066,0.92857,0.93027,0.65791,0.82029,1.89507,0.57426,1.60729,0.000863289,0.000863289,0.000863289
489,983.956,0.41756,0.70216,0.33605,0.96162,0.96898,0.92857,0.9321,0.73143,0.96898,0.92857,0.9321,0.67336,0.84225,1.92692,0.55884,1.65246,0.000861639,0.000861639,0.000861639
490,985.941,0.441,0.62718,0.33402,0.96738,0.98788,0.92857,0.93136,0.71178,0.98788,0.92857,0.93136,0.66343,0.84847,1.6001,0.62233,1.67182,0.000859989,0.000859989,0.000859989
491,987.914,0.37377,0.58757,0.30911,0.94908,0.9817,0.91587,0.92908,0.69317,0.8239,0.85714,0.78377,0.60439,0.83061,1.73277,0.62365,1.5577,0.000858338,0.000858338,0.000858338
492,989.905,0.42029,0.6438,0.34906,0.97078,0.95091,0.92781,0.92976,0.63743,0.8652,0.85714,0.80127,0.59259,0.8895,2.61673,0.62584,1.65077,0.000856688,0.000856688,0.000856688
493,991.891,0.43036,0.60676,0.34086,0.97921,0.93575,0.92849,0.92712,0.65946,0.85046,0.85714,0.82258,0.59418,0.90011,2.57123,0.69963,1.57453,0.000855038,0.000855038,0.000855038
494,993.941,0.43044,0.67481,0.33707,0.98878,0.92916,0.92857,0.92723,0.70892,0.92916,0.92857,0.92723,0.66766,0.83731,1.72402,0.67201,1.54046,0.000853387,0.000853387,0.000853387
495,995.954,0.47564,0.63169,0.3801,1.01606,0.92926,0.9285,0.9273,0.69952,0.92926,0.9285,0.9273,0.65734,0.88261,1.64187,0.71952,1.58362,0.000851737,0.000851737,0.000851737
496,997.904,0.5186,0.8464,0.39147,1.0518,0.93284,0.92595,0.92723,0.70961,0.93284,0.92595,0.92723,0.66423,0.86377,1.81589,0.7203,1.5158,0.000850087,0.000850087,0.000850087
497,999.907,0.48825,0.857,0.39821,1.03645,0.97089,0.92857,0.92763,0.72101,0.97089,0.92857,0.92763,0.61491,0.80753,2.07273,0.75486,1.47238,0.000848436,0.000848436,0.000848436
498,1001.82,0.42993,0.746,0.3198,0.96033,0.95732,0.92647,0.92794,0.7229,0.87161,0.85714,0.8239,0.5965,0.81528,2.27492,0.6844,1.46454,0.000846786,0.000846786,0.000846786
499,1003.82,0.5184,0.80885,0.3838,1.04349,0.91818,0.92857,0.91029,0.66098,0.83488,0.85714,0.80616,0.54481,0.86003,2.34775,0.80355,1.50984,0.000845136,0.000845136,0.000845136
500,1005.82,0.47341,0.72546,0.3775,1.00872,0.83609,0.85714,0.81287,0.64717,0.75308,0.78571,0.70561,0.49299,0.92782,4.30507,0.85252,1.70622,0.000843485,0.000843485,0.000843485
501,1007.77,0.55152,0.87761,0.42097,1.04229,0.83395,0.85714,0.80908,0.66275,0.75104,0.78571,0.71575,0.51581,0.79761,4.13622,0.93383,1.51956,0.000841835,0.000841835,0.000841835
502,1009.82,0.47784,0.70758,0.38278,1.0379,0.92704,0.92857,0.9104,0.6691,0.84421,0.85714,0.79467,0.59132,0.83616,2.08679,0.93154,1.60093,0.000840185,0.000840185,0.000840185
503,1011.75,0.46034,0.5982,0.33942,0.97334,0.93254,0.92857,0.92776,0.66095,0.8498,0.85714,0.81194,0.59885,0.90937,2.1336,0.85594,1.71498,0.000838534,0.000838534,0.000838534
504,1013.71,0.45342,0.66594,0.394,0.98229,0.94057,0.85714,0.85987,0.66585,0.89719,0.85714,0.81237,0.58633,0.94196,2.22104,0.81127,1.8054,0.000836884,0.000836884,0.000836884
505,1015.77,0.44414,0.796,0.36455,1.00727,0.93244,0.85714,0.8617,0.65283,0.88293,0.85714,0.82587,0.60998,0.97512,2.13277,0.84404,1.76995,0.000835234,0.000835234,0.000835234
506,1017.75,0.39803,0.60775,0.32314,0.95101,0.89666,0.92857,0.90455,0.69866,0.89666,0.92857,0.90455,0.62487,0.9077,1.77173,0.95543,1.58434,0.000833583,0.000833583,0.000833583
507,1019.71,0.44534,0.65471,0.36319,0.98111,0.90707,0.92857,0.878,0.67257,0.90707,0.92857,0.878,0.60619,0.91153,1.58614,0.96016,1.55501,0.000831933,0.000831933,0.000831933
508,1021.61,0.44233,0.65706,0.35206,0.97424,0.85216,0.92857,0.87783,0.6619,0.85216,0.92857,0.87783,0.57859,0.78284,1.74026,0.97935,1.42042,0.000830283,0.000830283,0.000830283
509,1023.64,0.41414,0.58298,0.33155,0.96001,0.92334,0.92857,0.87836,0.72919,0.92334,0.92857,0.87836,0.59114,0.72389,1.78995,0.84597,1.36981,0.000828632,0.000828632,0.000828632
510,1025.72,0.4176,0.61288,0.33875,0.97169,0.92458,0.92857,0.88797,0.73077,0.84246,0.85714,0.78663,0.60258,0.77266,1.77398,0.73218,1.39063,0.000826982,0.000826982,0.000826982
511,1027.75,0.45026,0.67455,0.33288,1.00826,0.81208,0.78571,0.81797,0.72622,0.67575,0.78571,0.74949,0.61916,0.79535,1.58762,0.66368,1.43721,0.000825332,0.000825332,0.000825332
512,1029.69,0.47725,0.65811,0.35451,1.02144,0.83872,0.85714,0.83354,0.72998,0.75729,0.78571,0.76484,0.65791,0.85678,1.63181,0.53729,1.52203,0.000823681,0.000823681,0.000823681
513,1031.61,0.42401,0.57379,0.35853,0.99053,0.90141,0.85714,0.8389,0.70127,0.90141,0.85714,0.8389,0.59081,0.91446,1.77977,0.47989,1.60872,0.000822031,0.000822031,0.000822031
514,1033.54,0.43303,0.5812,0.33384,0.99248,0.90363,0.85714,0.86679,0.69587,0.90363,0.85714,0.82877,0.58223,0.96867,1.98037,0.49237,1.71466,0.000820381,0.000820381,0.000820381
515,1035.66,0.46869,0.71728,0.37013,0.99373,0.90533,0.85714,0.86747,0.68315,0.90533,0.85714,0.86747,0.60609,1.00286,1.6534,0.46992,1.75198,0.00081873,0.00081873,0.00081873
516,1037.69,0.44175,0.6425,0.34689,0.99799,0.98939,0.92857,0.9326,0.71606,0.91035,0.85714,0.86725,0.64424,0.93386,1.43301,0.5015,1.67219,0.00081708,0.00081708,0.00081708
517,1039.67,0.44218,0.6352,0.32911,0.98138,0.90691,0.85714,0.84268,0.69793,0.90691,0.85714,0.84268,0.64158,0.97682,1.37411,0.52236,1.78991,0.00081543,0.00081543,0.00081543
518,1041.62,0.46523,0.67087,0.42962,1.01173,0.90787,0.85714,0.81896,0.64518,0.90787,0.85714,0.81896,0.59314,1.08678,1.44428,0.52106,1.96412,0.000813779,0.000813779,0.000813779
