epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1004.88,1.21318,1.03047,1.25535,0.88101,0.72549,0.8659,0.51763,1.28547,2.53974,1.23558,0.0095941,0.0095941,0.0095941
43,1029.26,1.19469,1.00131,1.24346,0.82646,0.7402,0.85325,0.50142,1.235,3.43102,1.23875,0.0095842,0.0095842,0.0095842
44,1052.96,1.18619,0.99432,1.2534,0.82286,0.79697,0.85802,0.48533,1.29278,2.47096,1.28298,0.0095743,0.0095743,0.0095743
45,1076.74,1.2097,0.96296,1.25733,0.79124,0.76176,0.81102,0.46476,1.34865,2.02164,1.29719,0.0095644,0.0095644,0.0095644
46,1100.53,1.15346,0.9451,1.22465,0.87736,0.77941,0.87329,0.52106,1.23314,2.96764,1.21835,0.0095545,0.0095545,0.0095545
47,1124.84,1.19181,1.02786,1.23807,0.74545,0.80882,0.82737,0.48444,1.3396,5.11601,1.27201,0.0095446,0.0095446,0.0095446
48,1148.48,1.17457,0.94283,1.22129,0.80574,0.81331,0.86913,0.50952,1.26483,3.33326,1.20868,0.0095347,0.0095347,0.0095347
49,1172.21,1.15227,0.94068,1.20765,0.75034,0.81029,0.81497,0.47876,1.26117,4.76403,1.25419,0.0095248,0.0095248,0.0095248
50,1195.99,1.15517,0.98025,1.22657,0.87691,0.7451,0.8808,0.52081,1.22018,3.4141,1.21797,0.0095149,0.0095149,0.0095149
51,1220.35,1.14683,0.91643,1.20368,0.84341,0.76566,0.8658,0.50887,1.26013,2.93194,1.21652,0.009505,0.009505,0.009505
52,1244,1.156,0.94462,1.22664,0.80437,0.82635,0.87214,0.52804,1.20903,4.13132,1.21424,0.0094951,0.0094951,0.0094951
53,1268.29,1.1541,0.91552,1.21978,0.75326,0.78922,0.82168,0.49575,1.27422,5.08636,1.2717,0.0094852,0.0094852,0.0094852
54,1291.98,1.14279,0.97284,1.2205,0.75204,0.82843,0.84707,0.49979,1.27811,3.44764,1.26748,0.0094753,0.0094753,0.0094753
55,1315.67,1.14627,0.93223,1.21543,0.84307,0.79003,0.87266,0.5112,1.41176,3.53569,1.31565,0.0094654,0.0094654,0.0094654
56,1339.39,1.13015,0.90683,1.2075,0.78925,0.771,0.84798,0.50411,1.23154,3.06973,1.23174,0.0094555,0.0094555,0.0094555
57,1363.15,1.13788,0.90275,1.20673,0.7973,0.78922,0.85083,0.50044,1.27446,3.04409,1.29053,0.0094456,0.0094456,0.0094456
58,1386.85,1.14824,0.91723,1.21061,0.81247,0.7433,0.84315,0.50205,1.248,4.1807,1.28243,0.0094357,0.0094357,0.0094357
59,1410.48,1.10658,0.89625,1.18767,0.76706,0.78431,0.82501,0.48998,1.27095,5.42762,1.24596,0.0094258,0.0094258,0.0094258
60,1434.18,1.10073,0.93062,1.18848,0.79565,0.83333,0.86601,0.5095,1.32566,2.2514,1.29275,0.0094159,0.0094159,0.0094159
61,1457.91,1.10741,0.88257,1.178,0.79803,0.83284,0.865,0.5199,1.2551,5.10972,1.2251,0.009406,0.009406,0.009406
62,1481.65,1.1008,0.87153,1.19162,0.79735,0.83824,0.87589,0.51153,1.25267,3.28608,1.23408,0.0093961,0.0093961,0.0093961
63,1505.31,1.06699,0.87519,1.16639,0.85568,0.79412,0.88033,0.52083,1.23311,3.57813,1.23595,0.0093862,0.0093862,0.0093862
64,1529.01,1.07377,0.83852,1.17676,0.82093,0.76406,0.86095,0.51074,1.25108,7.13936,1.24568,0.0093763,0.0093763,0.0093763
65,1552.73,1.12098,0.87875,1.20493,0.82658,0.79441,0.84478,0.50064,1.23182,2.48437,1.24344,0.0093664,0.0093664,0.0093664
66,1576.35,1.08138,0.86806,1.18273,0.80234,0.80882,0.84474,0.50273,1.2662,6.31063,1.26936,0.0093565,0.0093565,0.0093565
67,1600.11,1.09561,0.88691,1.17888,0.81629,0.78922,0.82881,0.49084,1.34237,4.78278,1.2894,0.0093466,0.0093466,0.0093466
68,1623.8,1.0574,0.82193,1.15685,0.80738,0.77451,0.82968,0.48314,1.34529,5.03952,1.2769,0.0093367,0.0093367,0.0093367
69,1647.52,1.07227,0.86657,1.16928,0.80679,0.79832,0.8242,0.45745,1.37093,4.03251,1.26706,0.0093268,0.0093268,0.0093268
70,1671.18,1.11982,0.87932,1.18764,0.75748,0.85742,0.85087,0.52155,1.38251,6.35417,1.29328,0.0093169,0.0093169,0.0093169
71,1694.75,1.11945,0.87473,1.21213,0.83921,0.82353,0.89137,0.55447,1.26055,3.81351,1.22911,0.009307,0.009307,0.009307
72,1719.15,1.04528,0.84063,1.17736,0.78983,0.82353,0.85016,0.5173,1.27345,5.7263,1.24731,0.0092971,0.0092971,0.0092971
73,1742.97,1.06399,0.84701,1.16994,0.76957,0.75308,0.82718,0.5025,1.26535,7.20383,1.25358,0.0092872,0.0092872,0.0092872
74,1766.65,1.05998,0.8553,1.17844,0.84995,0.7598,0.85727,0.51425,1.31118,1.78905,1.30566,0.0092773,0.0092773,0.0092773
75,1790.33,1.07117,0.83512,1.16141,0.79592,0.80392,0.86555,0.52446,1.28215,6.03003,1.2552,0.0092674,0.0092674,0.0092674
76,1813.98,1.07338,0.87757,1.17907,0.82775,0.80882,0.86639,0.52862,1.27508,2.8934,1.257,0.0092575,0.0092575,0.0092575
77,1837.66,1.04863,0.8255,1.1585,0.77695,0.78431,0.84245,0.48817,1.26538,11.8477,1.24094,0.0092476,0.0092476,0.0092476
78,1861.34,1.07087,0.8371,1.16681,0.84386,0.75,0.86539,0.49894,1.34916,1.44252,1.26905,0.0092377,0.0092377,0.0092377
79,1885,1.05148,0.83627,1.1589,0.81523,0.86515,0.85265,0.49044,1.50001,4.58048,1.38,0.0092278,0.0092278,0.0092278
80,1908.59,1.0574,0.82932,1.16133,0.75178,0.79902,0.85983,0.52512,1.20624,4.59019,1.19544,0.0092179,0.0092179,0.0092179
81,1932.27,1.01832,0.80274,1.14087,0.78523,0.86275,0.88539,0.51689,1.31703,3.21448,1.28164,0.009208,0.009208,0.009208
82,1955.96,1.01733,0.77884,1.13082,0.82536,0.78767,0.86781,0.52771,1.29473,2.84878,1.28605,0.0091981,0.0091981,0.0091981
83,1979.65,1.00588,0.78885,1.12993,0.86826,0.80772,0.89099,0.53641,1.21993,2.39739,1.23162,0.0091882,0.0091882,0.0091882
84,2003.3,1.0197,0.79995,1.14698,0.78393,0.79902,0.85999,0.52394,1.25458,4.45845,1.26634,0.0091783,0.0091783,0.0091783
85,2027.02,1.00413,0.78385,1.13685,0.80791,0.76284,0.81915,0.48784,1.28838,3.73547,1.28387,0.0091684,0.0091684,0.0091684
86,2050.64,1.00708,0.77578,1.12937,0.89002,0.75374,0.87465,0.54297,1.23363,1.45608,1.2378,0.0091585,0.0091585,0.0091585
87,2074.28,1.00321,0.75328,1.12108,0.81157,0.86765,0.86387,0.52334,1.24067,3.54644,1.25579,0.0091486,0.0091486,0.0091486
88,2097.98,1.02234,0.81527,1.16079,0.76795,0.82843,0.84321,0.50932,1.21441,3.69605,1.26561,0.0091387,0.0091387,0.0091387
89,2121.62,0.9974,0.79199,1.12392,0.76032,0.77451,0.79481,0.48097,1.29097,2.90791,1.26618,0.0091288,0.0091288,0.0091288
90,2145.27,1.01824,0.80194,1.14053,0.79678,0.80882,0.83455,0.50671,1.25254,2.37525,1.23205,0.0091189,0.0091189,0.0091189
91,2168.88,0.98756,0.78385,1.11461,0.82689,0.84804,0.86508,0.52352,1.23204,4.05676,1.19789,0.009109,0.009109,0.009109
92,2192.55,0.97255,0.74502,1.1081,0.84033,0.77397,0.8656,0.53693,1.2211,3.15363,1.22323,0.0090991,0.0090991,0.0090991
93,2216.21,0.97088,0.77531,1.10717,0.83115,0.75,0.81743,0.49607,1.28814,3.87199,1.27874,0.0090892,0.0090892,0.0090892
94,2239.87,0.99191,0.77694,1.10994,0.84461,0.79902,0.87448,0.53255,1.2568,2.09978,1.24858,0.0090793,0.0090793,0.0090793
95,2263.53,0.95404,0.76323,1.09639,0.84213,0.75834,0.86818,0.54575,1.15134,3.94996,1.19285,0.0090694,0.0090694,0.0090694
96,2287.28,0.97112,0.74524,1.09716,0.83021,0.82353,0.8598,0.52939,1.24396,3.97351,1.25081,0.0090595,0.0090595,0.0090595
97,2310.93,0.9879,0.78788,1.12488,0.85791,0.79909,0.8705,0.54776,1.26968,2.84902,1.23516,0.0090496,0.0090496,0.0090496
98,2334.6,0.96027,0.7476,1.11408,0.80357,0.84804,0.8624,0.52838,1.2717,3.35137,1.25653,0.0090397,0.0090397,0.0090397
99,2358.26,0.95217,0.72735,1.09282,0.76384,0.82447,0.8511,0.53391,1.22901,2.16565,1.22425,0.0090298,0.0090298,0.0090298
100,2381.99,0.95131,0.73227,1.09848,0.80879,0.82353,0.83057,0.4878,1.27301,3.58592,1.29065,0.0090199,0.0090199,0.0090199
101,2405.6,0.9749,0.72936,1.10792,0.83652,0.80267,0.85893,0.52324,1.22851,1.81838,1.24341,0.00901,0.00901,0.00901
102,2429.33,0.96321,0.73962,1.10311,0.79364,0.8295,0.86199,0.53084,1.26762,5.15901,1.30346,0.0090001,0.0090001,0.0090001
103,2453.02,0.93985,0.73744,1.10396,0.81478,0.84314,0.876,0.53874,1.23026,2.91779,1.23065,0.0089902,0.0089902,0.0089902
104,2476.67,0.95144,0.73363,1.10289,0.8581,0.81863,0.88011,0.53005,1.27867,2.8798,1.27815,0.0089803,0.0089803,0.0089803
105,2500.35,0.96185,0.74947,1.11313,0.80335,0.85784,0.88399,0.53816,1.22963,2.11419,1.24255,0.0089704,0.0089704,0.0089704
106,2523.96,0.99156,0.7598,1.13082,0.8312,0.83824,0.86275,0.53584,1.23829,3.92591,1.2604,0.0089605,0.0089605,0.0089605
107,2547.53,0.89889,0.71588,1.08107,0.83575,0.76471,0.87326,0.52694,1.22583,2.29745,1.24736,0.0089506,0.0089506,0.0089506
108,2571.22,0.91173,0.70934,1.09529,0.83508,0.80882,0.83418,0.50503,1.27081,4.80717,1.27114,0.0089407,0.0089407,0.0089407
109,2594.89,0.91359,0.6893,1.08281,0.86914,0.81395,0.87919,0.51034,1.3159,2.92788,1.31252,0.0089308,0.0089308,0.0089308
