epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.036,1.43039,2.94095,1.53651,0.48859,0.79453,0.66412,0.37436,1.31757,4.71211,1.39532,0.00016,0.00016,0.00016
2,16.3853,1.41557,1.18587,1.37243,0.60141,0.65802,0.66497,0.35566,1.53201,4.5986,1.78913,0.000339663,0.000339663,0.000339663
3,21.4245,1.41404,1.14515,1.39546,0.67719,0.8357,0.81581,0.44046,1.53388,4.0944,1.77331,0.00051897,0.00051897,0.00051897
4,27.2763,1.3866,1.60012,1.40356,0.56444,0.65112,0.61776,0.28534,2.05221,6.47658,2.32766,0.000697921,0.000697921,0.000697921
5,32.2874,1.5121,1.20462,1.41037,0.64237,0.521,0.56043,0.2709,2.04447,3.39952,2.44224,0.000876515,0.000876515,0.000876515
6,37.3716,1.39307,1.01033,1.39311,0.59927,0.69768,0.65084,0.31859,1.86197,3.54938,2.49095,0.00105475,0.00105475,0.00105475
7,42.3363,1.38138,1.05434,1.40136,0.36618,0.56795,0.47196,0.23007,2.47133,8.42608,3.01861,0.00123263,0.00123263,0.00123263
8,47.2867,1.43438,1.04545,1.4416,0.34798,0.33469,0.23898,0.09411,2.80217,8.26517,3.7328,0.00141016,0.00141016,0.00141016
9,52.2737,1.49273,1.00446,1.43443,0.02146,0.17647,0.01336,0.00413,3.38517,24.0947,4.08486,0.00158733,0.00158733,0.00158733
10,57.2035,1.45093,1.01183,1.40779,0.01393,0.07911,0.00774,0.00205,nan,nan,nan,0.00176414,0.00176414,0.00176414
11,62.1703,1.47653,1.05795,1.45734,0.21008,0.15416,0.07551,0.03199,nan,nan,nan,0.0019406,0.0019406,0.0019406
12,67.1204,1.46305,1.00175,1.44652,0.14582,0.10345,0.05536,0.02779,3.11989,6.03605,3.18914,0.00197822,0.00197822,0.00197822
13,72.0271,1.44175,0.99595,1.43841,0.2337,0.10751,0.08004,0.03631,3.08851,5.53411,3.13924,0.00197624,0.00197624,0.00197624
14,76.9362,1.43306,0.99544,1.4413,0.20213,0.18661,0.12036,0.04476,2.6911,5.92521,3.02714,0.00197426,0.00197426,0.00197426
15,81.9463,1.33953,0.91557,1.33597,0.2326,0.26129,0.13019,0.05408,2.40124,7.15082,2.72364,0.00197228,0.00197228,0.00197228
16,86.79,1.35398,0.89512,1.39885,0.06777,0.08519,0.01642,0.00635,3.36179,6.72334,3.22117,0.0019703,0.0019703,0.0019703
17,91.7264,1.3463,0.85366,1.36036,0.12654,0.15416,0.054,0.02312,2.63083,13.1946,2.76565,0.00196832,0.00196832,0.00196832
18,96.6189,1.37542,0.90618,1.34952,0.35207,0.22921,0.16102,0.08004,2.48271,4.43954,2.47138,0.00196634,0.00196634,0.00196634
19,101.487,1.34272,0.87094,1.37304,0.60638,0.13185,0.12877,0.06748,3.31195,6.4101,3.44219,0.00196436,0.00196436,0.00196436
20,106.387,1.41036,0.87486,1.37342,0.43445,0.30629,0.27662,0.13058,nan,nan,nan,0.00196238,0.00196238,0.00196238
21,111.34,1.38437,0.85834,1.39917,0.50775,0.20284,0.20025,0.09845,2.15917,3.20443,2.31933,0.0019604,0.0019604,0.0019604
22,116.283,1.34288,0.88987,1.38324,0.64685,0.66126,0.63829,0.29745,1.90624,2.49714,2.06793,0.00195842,0.00195842,0.00195842
23,121.137,1.34476,0.84768,1.3635,0.64986,0.69646,0.69599,0.35942,1.69603,2.63358,1.95655,0.00195644,0.00195644,0.00195644
24,126.02,1.36771,0.83357,1.37011,0.46463,0.70791,0.4339,0.21082,1.99339,3.83109,2.25809,0.00195446,0.00195446,0.00195446
25,130.853,1.31928,0.83613,1.28462,0.61234,0.57033,0.58263,0.27111,1.9768,3.65991,2.08397,0.00195248,0.00195248,0.00195248
26,135.703,1.34449,0.85383,1.34613,0.73297,0.82759,0.81001,0.43142,1.52326,2.04903,1.73403,0.0019505,0.0019505,0.0019505
27,140.637,1.29278,0.88056,1.35573,0.61949,0.65112,0.64842,0.33374,1.71308,2.53313,1.9352,0.00194852,0.00194852,0.00194852
28,145.57,1.28471,0.86978,1.38035,0.5858,0.55653,0.56206,0.27528,2.20594,2.16838,2.27099,0.00194654,0.00194654,0.00194654
29,150.387,1.34248,0.8306,1.34416,0.68565,0.69574,0.70396,0.33311,2.00886,1.95416,2.24792,0.00194456,0.00194456,0.00194456
30,155.247,1.28879,0.82889,1.34757,0.71354,0.70588,0.75022,0.40775,1.63266,1.78913,1.86165,0.00194258,0.00194258,0.00194258
31,160.056,1.27064,0.79427,1.31113,0.71589,0.68154,0.72239,0.35676,1.88682,1.53823,2.05969,0.0019406,0.0019406,0.0019406
32,164.97,1.30846,0.82382,1.33824,0.75255,0.70791,0.77863,0.42248,1.67123,1.81827,1.8547,0.00193862,0.00193862,0.00193862
33,169.896,1.30981,0.79118,1.32157,0.68173,0.69084,0.70994,0.35577,1.82604,2.61815,1.92309,0.00193664,0.00193664,0.00193664
34,174.792,1.31079,0.79408,1.36257,0.70071,0.7266,0.74051,0.40134,1.56077,1.56066,1.74923,0.00193466,0.00193466,0.00193466
35,179.775,1.27321,0.76729,1.34027,0.81315,0.79108,0.81391,0.40635,1.60195,1.05218,1.84398,0.00193268,0.00193268,0.00193268
36,184.736,1.31078,0.77264,1.3503,0.66,0.53955,0.53461,0.2667,2.21363,2.72641,2.18467,0.0019307,0.0019307,0.0019307
37,189.697,1.24728,0.75963,1.32494,0.74859,0.67644,0.70272,0.37897,1.90587,2.0672,1.97308,0.00192872,0.00192872,0.00192872
38,194.553,1.2577,0.77478,1.32213,0.66155,0.55172,0.52466,0.28391,1.98292,2.92807,1.85087,0.00192674,0.00192674,0.00192674
39,199.436,1.3171,0.78633,1.36802,0.73131,0.61055,0.62821,0.32832,1.71014,1.64949,1.88213,0.00192476,0.00192476,0.00192476
40,204.52,1.27317,0.77207,1.32788,0.42109,0.40162,0.34145,0.15859,2.21844,4.00216,2.24226,0.00192278,0.00192278,0.00192278
41,209.336,1.27372,0.81037,1.3521,0.73673,0.70588,0.73636,0.39678,1.78786,3.53213,2.00748,0.0019208,0.0019208,0.0019208
42,214.142,1.20585,0.75807,1.3049,0.74477,0.81136,0.82224,0.46173,1.54454,1.60108,1.74551,0.00191882,0.00191882,0.00191882
43,219.952,1.2148,0.76797,1.30446,0.86618,0.81399,0.89256,0.52377,1.42569,0.97315,1.62003,0.00191684,0.00191684,0.00191684
44,225.872,1.27909,0.77576,1.33429,0.74616,0.81136,0.78762,0.44413,1.48549,1.23799,1.7071,0.00191486,0.00191486,0.00191486
45,230.842,1.23481,0.73596,1.3046,0.80056,0.76673,0.82881,0.45655,1.53259,1.14084,1.76845,0.00191288,0.00191288,0.00191288
46,235.654,1.18742,0.73385,1.2542,0.86688,0.79919,0.87733,0.49026,1.44352,0.95864,1.67289,0.0019109,0.0019109,0.0019109
47,240.555,1.19797,0.74635,1.29987,0.84606,0.83613,0.89116,0.52138,1.34365,0.83448,1.59628,0.00190892,0.00190892,0.00190892
48,245.468,1.20636,0.73077,1.29808,0.77077,0.85396,0.86105,0.50354,1.41415,1.0374,1.63885,0.00190694,0.00190694,0.00190694
49,250.438,1.21076,0.74678,1.28216,0.74659,0.78905,0.81854,0.45034,1.54622,1.21102,1.73614,0.00190496,0.00190496,0.00190496
50,255.338,1.22213,0.74436,1.28773,0.80182,0.85396,0.88895,0.52098,1.45075,1.16052,1.71958,0.00190298,0.00190298,0.00190298
51,260.252,1.17508,0.71803,1.2982,0.8418,0.84191,0.89311,0.53172,1.43467,0.96933,1.70994,0.001901,0.001901,0.001901
52,266.069,1.22339,0.74044,1.32832,0.77867,0.77688,0.83016,0.47481,1.51963,1.09416,1.72665,0.00189902,0.00189902,0.00189902
53,270.968,1.24128,0.72414,1.30093,0.75979,0.77634,0.75497,0.42499,1.48785,1.2851,1.73822,0.00189704,0.00189704,0.00189704
54,275.835,1.21879,0.73354,1.33417,0.855,0.85598,0.91021,0.52801,1.33396,0.87007,1.5372,0.00189506,0.00189506,0.00189506
55,280.738,1.21952,0.72701,1.29592,0.82511,0.83367,0.87658,0.49942,1.54567,1.1403,1.74828,0.00189308,0.00189308,0.00189308
56,285.735,1.20423,0.71802,1.29405,0.84604,0.79108,0.87354,0.50031,1.42262,0.87581,1.68926,0.0018911,0.0018911,0.0018911
