epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,33.8614,1.17506,4.51027,1.33897,0.2059,0.47829,0.23529,0.17128,0.82753,2.5409,1.09587,0.00326923,0.00326923,0.00326923
2,62.4254,1.2335,2.66636,1.3963,0.20066,0.64295,0.22905,0.16142,0.78624,5.21639,1.08364,0.00659603,0.00659603,0.00659603
3,90.509,1.1068,1.96565,1.29156,0.36635,0.64417,0.27115,0.1976,0.77312,4.64956,0.99929,0.00991622,0.00991622,0.00991622
4,119.262,1.17682,1.79653,1.35092,0.22023,0.63038,0.33025,0.23097,0.78924,5.81475,0.97868,0.0099703,0.0099703,0.0099703
5,147.879,1.11556,1.74352,1.28891,0.46148,0.59953,0.33517,0.22918,0.78112,6.38943,0.97409,0.0099604,0.0099604,0.0099604
6,176.68,1.11034,1.6835,1.28454,0.49082,0.55743,0.37209,0.26102,0.78587,3.77297,0.97389,0.0099505,0.0099505,0.0099505
7,209.894,1.15085,1.64802,1.30247,0.37075,0.66212,0.40091,0.28362,0.78012,3.86507,0.96233,0.0099406,0.0099406,0.0099406
8,241.653,1.13178,1.61752,1.30588,0.52206,0.55381,0.39938,0.27617,0.81808,3.28561,0.99808,0.0099307,0.0099307,0.0099307
9,272.563,1.11143,1.53832,1.29557,0.41899,0.61495,0.38137,0.24263,0.83832,8.23326,0.98859,0.0099208,0.0099208,0.0099208
10,302.881,1.10233,1.51903,1.27418,0.28592,0.66164,0.38227,0.24797,0.85549,8.06458,1.01071,0.0099109,0.0099109,0.0099109
11,367.53,1.07105,1.49499,1.2456,0.53828,0.50493,0.46958,0.32452,0.80238,6.30567,0.96372,0.009901,0.009901,0.009901
12,402.613,1.04518,1.42829,1.24322,0.39943,0.61727,0.47491,0.3275,0.86344,4.29712,1.00787,0.0098911,0.0098911,0.0098911
13,450.325,1.07067,1.46209,1.24492,0.43944,0.65449,0.49542,0.35184,0.81685,3.24449,0.97148,0.0098812,0.0098812,0.0098812
14,480.109,1.04404,1.46162,1.22999,0.37063,0.61797,0.47766,0.32336,0.86443,5.20229,1.02346,0.0098713,0.0098713,0.0098713
15,510.128,1.0647,1.35984,1.24236,0.62925,0.49494,0.47187,0.3153,0.88631,2.50159,1.0153,0.0098614,0.0098614,0.0098614
16,566.06,1.04396,1.36307,1.22335,0.36098,0.64217,0.47551,0.32576,0.87456,6.7755,1.00288,0.0098515,0.0098515,0.0098515
17,596.061,1.03432,1.37465,1.20761,0.35522,0.62963,0.49826,0.32913,0.8376,5.06639,0.99094,0.0098416,0.0098416,0.0098416
18,626.175,0.98453,1.33644,1.19307,0.37862,0.6142,0.48026,0.31697,0.88692,8.94695,1.02275,0.0098317,0.0098317,0.0098317
19,655.996,1.01964,1.37476,1.18734,0.38953,0.62516,0.46157,0.30372,0.89076,9.64346,1.02864,0.0098218,0.0098218,0.0098218
20,684.799,0.9687,1.26404,1.16634,0.49139,0.56537,0.49311,0.34795,0.84464,5.67248,0.99441,0.0098119,0.0098119,0.0098119
21,719.846,0.98999,1.30865,1.20364,0.5096,0.5446,0.48865,0.32798,0.91532,5.86411,1.06481,0.009802,0.009802,0.009802
22,770.357,0.99156,1.28555,1.20287,0.44204,0.58791,0.50899,0.34039,0.88901,4.82982,1.0338,0.0097921,0.0097921,0.0097921
23,832.104,0.9159,1.19551,1.12674,0.45571,0.58376,0.46057,0.32293,0.83296,9.18296,0.98436,0.0097822,0.0097822,0.0097822
24,860.302,0.95566,1.20947,1.1543,0.57064,0.40453,0.47086,0.31082,0.8768,6.38257,1.00976,0.0097723,0.0097723,0.0097723
25,888.442,0.98427,1.29289,1.18708,0.5208,0.52466,0.4743,0.3359,0.84601,9.19537,1.00381,0.0097624,0.0097624,0.0097624
26,918.567,0.94947,1.2218,1.17037,0.45868,0.52597,0.45478,0.31763,0.87368,13.4517,1.05501,0.0097525,0.0097525,0.0097525
27,969.833,0.92555,1.18519,1.11843,0.46352,0.53815,0.47389,0.32317,0.88092,3.20788,1.03021,0.0097426,0.0097426,0.0097426
28,1002.59,0.9626,1.15474,1.15586,0.41407,0.6117,0.49838,0.35824,0.86321,6.8974,1.02891,0.0097327,0.0097327,0.0097327
29,1051.54,0.93139,1.13774,1.1427,0.45851,0.58646,0.49909,0.34113,0.86005,6.53449,1.02592,0.0097228,0.0097228,0.0097228
30,1079.42,0.93751,1.11673,1.13479,0.42886,0.54116,0.48522,0.33954,0.85671,7.47161,1.01733,0.0097129,0.0097129,0.0097129
